Input Size,QuantFastKAN Compiled w/ Options - inference_time,QuantFastKAN Compiled w/ Options - inference_time__MIN,QuantFastKAN Compiled w/ Options - inference_time__MAX,QuantFastKAN Compiled - inference_time,QuantFastKAN Compiled - inference_time__MIN,QuantFastKAN Compiled - inference_time__MAX,QuantFastKAN - inference_time,QuantFastKAN - inference_time__MIN,QuantFastKAN - inference_time__MAX,FastMPKAN Compiled w/ Options - inference_time,FastMPKAN Compiled w/ Options - inference_time__MIN,FastMPKAN Compiled w/ Options - inference_time__MAX,FastMPKAN Compiled - inference_time,FastMPKAN Compiled - inference_time__MIN,FastMPKAN Compiled - inference_time__MAX,FastMPKAN - inference_time,FastMPKAN - inference_time__MIN,FastMPKAN - inference_time__MAX,FastKAN Compiled w/ Options - inference_time,FastKAN Compiled w/ Options - inference_time__MIN,FastKAN Compiled w/ Options - inference_time__MAX,FastKAN Compiled - inference_time,FastKAN Compiled - inference_time__MIN,FastKAN Compiled - inference_time__MAX,FastKAN - inference_time,FastKAN - inference_time__MIN,FastKAN - inference_time__MAX,Mixed Precision KAN Compiled w/ Options - inference_time,Mixed Precision KAN Compiled w/ Options - inference_time__MIN,Mixed Precision KAN Compiled w/ Options - inference_time__MAX,Mixed Precision KAN Compiled - inference_time,Mixed Precision KAN Compiled - inference_time__MIN,Mixed Precision KAN Compiled - inference_time__MAX,Mixed Precision KAN - inference_time,Mixed Precision KAN - inference_time__MIN,Mixed Precision KAN - inference_time__MAX,Vanilla KAN Compiled w/ Options - inference_time,Vanilla KAN Compiled w/ Options - inference_time__MIN,Vanilla KAN Compiled w/ Options - inference_time__MAX,Vanilla KAN Compiled - inference_time,Vanilla KAN Compiled - inference_time__MIN,Vanilla KAN Compiled - inference_time__MAX,Vanilla KAN - inference_time,Vanilla KAN - inference_time__MIN,Vanilla KAN - inference_time__MAX
10000,1.120517586,1.120517586,1.120517586,3.938989791,3.938989791,3.938989791,1.76417404,1.76417404,1.76417404,1.757067286,1.757067286,1.757067286,1.315645231,1.315645231,1.315645231,1.238578843,1.238578843,1.238578843,11.9770985,11.9770985,11.9770985,4.546352634,4.546352634,4.546352634,1.163805416,1.163805416,1.163805416,7.998049833,7.998049833,7.998049833,6.935754696,6.935754696,6.935754696,54.35847281,54.35847281,54.35847281,13.39297831,13.39297831,13.39297831,15.97385586,15.97385586,15.97385586,55.95019623,55.95019623,55.95019623
