"Step","QuantFastKAN Compiled w/ Options - self_cuda_time_total (ms)","QuantFastKAN Compiled w/ Options - self_cuda_time_total (ms)__MIN","QuantFastKAN Compiled w/ Options - self_cuda_time_total (ms)__MAX","QuantFastKAN Compiled - self_cuda_time_total (ms)","QuantFastKAN Compiled - self_cuda_time_total (ms)__MIN","QuantFastKAN Compiled - self_cuda_time_total (ms)__MAX","QuantFastKAN - self_cuda_time_total (ms)","QuantFastKAN - self_cuda_time_total (ms)__MIN","QuantFastKAN - self_cuda_time_total (ms)__MAX","FastMPKAN Compiled w/ Options - self_cuda_time_total (ms)","FastMPKAN Compiled w/ Options - self_cuda_time_total (ms)__MIN","FastMPKAN Compiled w/ Options - self_cuda_time_total (ms)__MAX","FastMPKAN Compiled - self_cuda_time_total (ms)","FastMPKAN Compiled - self_cuda_time_total (ms)__MIN","FastMPKAN Compiled - self_cuda_time_total (ms)__MAX","FastMPKAN - self_cuda_time_total (ms)","FastMPKAN - self_cuda_time_total (ms)__MIN","FastMPKAN - self_cuda_time_total (ms)__MAX","FastKAN Compiled w/ Options - self_cuda_time_total (ms)","FastKAN Compiled w/ Options - self_cuda_time_total (ms)__MIN","FastKAN Compiled w/ Options - self_cuda_time_total (ms)__MAX","FastKAN Compiled - self_cuda_time_total (ms)","FastKAN Compiled - self_cuda_time_total (ms)__MIN","FastKAN Compiled - self_cuda_time_total (ms)__MAX","FastKAN - self_cuda_time_total (ms)","FastKAN - self_cuda_time_total (ms)__MIN","FastKAN - self_cuda_time_total (ms)__MAX","Mixed Precision KAN Compiled w/ Options - self_cuda_time_total (ms)","Mixed Precision KAN Compiled w/ Options - self_cuda_time_total (ms)__MIN","Mixed Precision KAN Compiled w/ Options - self_cuda_time_total (ms)__MAX","Mixed Precision KAN Compiled - self_cuda_time_total (ms)","Mixed Precision KAN Compiled - self_cuda_time_total (ms)__MIN","Mixed Precision KAN Compiled - self_cuda_time_total (ms)__MAX","Mixed Precision KAN - self_cuda_time_total (ms)","Mixed Precision KAN - self_cuda_time_total (ms)__MIN","Mixed Precision KAN - self_cuda_time_total (ms)__MAX","Vanilla KAN Compiled w/ Options - self_cuda_time_total (ms)","Vanilla KAN Compiled w/ Options - self_cuda_time_total (ms)__MIN","Vanilla KAN Compiled w/ Options - self_cuda_time_total (ms)__MAX","Vanilla KAN Compiled - self_cuda_time_total (ms)","Vanilla KAN Compiled - self_cuda_time_total (ms)__MIN","Vanilla KAN Compiled - self_cuda_time_total (ms)__MAX","Vanilla KAN - self_cuda_time_total (ms)","Vanilla KAN - self_cuda_time_total (ms)__MIN","Vanilla KAN - self_cuda_time_total (ms)__MAX"
"1000","16.14975100000003","16.14975100000003","16.14975100000003","16.160006","16.160006","16.160006","16.151701000000134","16.151701000000134","16.151701000000134","82.86184199999998","82.86184199999998","82.86184199999998","82.87489000000002","82.87489000000002","82.87489000000002","79.73390299999987","79.73390299999987","79.73390299999987","84.53344499999999","84.53344499999999","84.53344499999999","63.20441899999986","63.20441899999986","63.20441899999986","91.66572200000004","91.66572200000004","91.66572200000004","247.2646990000003","247.2646990000003","247.2646990000003","246.2474260000001","246.2474260000001","246.2474260000001","267.9436409999998","267.9436409999998","267.9436409999998","294.1626880000008","294.1626880000008","294.1626880000008","294.1291000000002","294.1291000000002","294.1291000000002","318.116011999999","318.116011999999","318.116011999999"
